name,price,type,color,side_panel,external_volume,supported_mobo_form_factors,max_gpu_length_mm,max_cpu_cooler_height_mm,psu_form_factor
Phanteks Eclipse P400S,124.99,ATX Mid Tower,Gray,Tempered Glass,45.9,"ATX, Micro ATX, Mini ITX",360,170,ATX
SHARKOON BW9000,124.99,ATX Mid Tower,White,Acrylic,42.8,"ATX, Micro ATX, Mini ITX",360,170,ATX
Silverstone CS01-HS,124.99,Mini ITX Tower,Silver,Tempered Glass,42.8,Mini ITX,300,140,SFX
Lian Li PC-TU300,124.99,ATX Mid Tower,Black,Tempered Glass,42.8,"ATX, Micro ATX, Mini ITX",360,170,ATX
Antec VSK4-500,124.99,ATX Mid Tower,Black,Tempered Glass,42.8,"ATX, Micro ATX, Mini ITX",360,170,ATX
DIYPC DIY-E68,124.99,ATX Mid Tower,Black,Tempered Glass,42.8,"ATX, Micro ATX, Mini ITX",360,170,ATX
Apevia X-EnerQ,124.99,MicroATX Mid Tower,Black / Red,Acrylic,42.8,"ATX, Micro ATX, Mini ITX",360,170,ATX
LEPA LPC309(U3),124.99,ATX Mid Tower,Black,Acrylic,42.8,"ATX, Micro ATX, Mini ITX",360,170,ATX
RIOTORO CR1080,124.99,ATX Mid Tower,Black,Acrylic,42.8,"ATX, Micro ATX, Mini ITX",360,170,ATX
Apevia X-Qber,124.99,MicroATX Desktop,Black / Green,Acrylic,42.8,"Micro ATX, Mini ITX",330,155,ATX
Apevia X-Qber,124.99,MicroATX Desktop,Pink,Acrylic,42.8,"Micro ATX, Mini ITX",330,155,ATX
Apevia X-Qber,124.99,MicroATX Desktop,White,Acrylic,42.8,"Micro ATX, Mini ITX",330,155,ATX
Anidees AI8,124.99,ATX Full Tower,Black,Acrylic,42.8,"ATX, Micro ATX, Mini ITX",360,170,ATX
Nanoxia CoolForce 2,124.99,ATX Full Tower,Black,Acrylic,42.8,"ATX, Micro ATX, Mini ITX",360,170,ATX
Zalman T5,124.99,MicroATX Mini Tower,Black,Tempered Glass,42.8,"Micro ATX, Mini ITX",330,155,ATX
Silverstone FT01B-USB3.0,124.99,ATX Mid Tower,Black,Acrylic,42.8,"ATX, Micro ATX, Mini ITX",360,170,ATX
Silverstone PM01,124.99,ATX Mid Tower,Black / Red,Acrylic,70.3,"ATX, Micro ATX, Mini ITX",360,170,ATX
Raidmax Narwhal,124.99,ATX Full Tower,Black,Acrylic,42.8,"ATX, Micro ATX, Mini ITX",360,170,ATX
VIVO CASE-V07,124.99,ATX Mid Tower,Black,Acrylic,42.8,"ATX, Micro ATX, Mini ITX",360,170,ATX
SHARKOON T3-W,124.99,ATX Mid Tower,Black / Green,Acrylic,38.3,"ATX, Micro ATX, Mini ITX",360,170,ATX
BitFenix Aurora,124.99,ATX Mid Tower,Black,Tempered Glass,54.8,"ATX, Micro ATX, Mini ITX",360,170,ATX
In Win 509 ROG,124.99,ATX Full Tower,Black / Red,Tempered Glass,71.6,"ATX, Micro ATX, Mini ITX",360,170,ATX
Rosewill WolfStone,124.99,ATX Mid Tower,Black,Acrylic,42.8,"ATX, Micro ATX, Mini ITX",360,170,ATX
X2 Nextyde,124.99,ATX Mid Tower,Black,Acrylic,34.2,"ATX, Micro ATX, Mini ITX",360,170,ATX
NOX Hummer TX,124.99,ATX Mid Tower,Black,Acrylic,45.9,"ATX, Micro ATX, Mini ITX",360,170,ATX
NOX Coolbay SX,124.99,ATX Mid Tower,Black / Red,Acrylic,37.9,"ATX, Micro ATX, Mini ITX",360,170,ATX
NOX Coolbay ZX,124.99,ATX Mid Tower,Black / Green,Acrylic,48.7,"ATX, Micro ATX, Mini ITX",360,170,ATX
Thermaltake Urban S31 Window,124.99,ATX Mid Tower,White,Acrylic,53.6,"ATX, Micro ATX, Mini ITX",360,170,ATX
Deepcool LANDKING V2,124.99,ATX Mid Tower,Gray,Acrylic,57.5,"ATX, Micro ATX, Mini ITX",360,170,ATX
RAIJINTEK Metis,124.99,Mini ITX Tower,Green,Tempered Glass,13.4,Mini ITX,300,140,SFX
Raidmax Viper GX II,124.99,ATX Mid Tower,Black / Blue,Acrylic,65.6,"ATX, Micro ATX, Mini ITX",360,170,ATX
Lian Li PC-Q20,124.99,Mini ITX Tower,Pink,Tempered Glass,7.2,Mini ITX,300,140,SFX
Silverstone RL05,124.99,ATX Mid Tower,White / Red,Acrylic,43.9,"ATX, Micro ATX, Mini ITX",360,170,ATX
Cooler Master CM 590 III,124.99,ATX Mid Tower,White,Acrylic,45.1,"ATX, Micro ATX, Mini ITX",360,170,ATX
Raidmax Ninja II,124.99,ATX Mid Tower,Black / Orange,Acrylic,42.8,"ATX, Micro ATX, Mini ITX",360,170,ATX
Silverstone RL06,124.99,ATX Mid Tower,Black / Red,Acrylic,43.4,"ATX, Micro ATX, Mini ITX",360,170,ATX
DIYPC DIY-J21,124.99,ATX Mid Tower,Black,Acrylic,42.8,"ATX, Micro ATX, Mini ITX",360,170,ATX
DIYPC DIY-J21,124.99,ATX Mid Tower,White,Acrylic,42.8,"ATX, Micro ATX, Mini ITX",360,170,ATX
BitFenix Portal,124.99,Mini ITX Tower,Black,Acrylic,42.8,Mini ITX,300,140,SFX
BitFenix Portal,124.99,Mini ITX Tower,White,Acrylic,42.8,Mini ITX,300,140,SFX
Cooler Master MasterCase Pro 6,124.99,ATX Mid Tower,Black / Red,Acrylic,70.1,"ATX, Micro ATX, Mini ITX",360,170,ATX
Anidees AI Crystal Lite,124.99,ATX Mid Tower,Black,Tempered Glass,50.5,"ATX, Micro ATX, Mini ITX",360,170,ATX
Lian Li Odyssey,124.99,Mini ITX Desktop,Silver,Tempered Glass,42.8,Mini ITX,300,140,SFX
Apevia X-Mirage,124.99,ATX Mid Tower,Black / Blue,Acrylic,41.8,"ATX, Micro ATX, Mini ITX",360,170,ATX
Apevia X-Mirage,124.99,ATX Mid Tower,Black / Green,Acrylic,41.8,"ATX, Micro ATX, Mini ITX",360,170,ATX
SHARKOON DG7000-G,124.99,ATX Mid Tower,Black / Green,Tempered Glass,42.8,"ATX, Micro ATX, Mini ITX",360,170,ATX
RIOTORO CR480,124.99,ATX Mid Tower,Black / Red,Acrylic,42.8,"ATX, Micro ATX, Mini ITX",360,170,ATX
Rosewill BRADLEY M,124.99,ATX Mid Tower,Black,Acrylic,36.6,"ATX, Micro ATX, Mini ITX",360,170,ATX
Anidees AI Crystal Cube,124.99,ATX Mid Tower,White / Black,Tempered Glass,50.5,"ATX, Micro ATX, Mini ITX",360,170,ATX
Azza Solaris 402S,124.99,ATX Mid Tower,Black,Acrylic,42.8,"ATX, Micro ATX, Mini ITX",360,170,ATX
mean:it 5PM,124.99,ATX Mid Tower,Black / Blue,Tempered Glass,51.5,"ATX, Micro ATX, Mini ITX",360,170,ATX
mean:it 5PM,124.99,ATX Mid Tower,Black / Red,Tempered Glass,51.5,"ATX, Micro ATX, Mini ITX",360,170,ATX
Rosewill HIMARS,124.99,ATX Mid Tower,Black,Acrylic,52.3,"ATX, Micro ATX, Mini ITX",360,170,ATX
Enermax Ostrog ADV,124.99,ATX Mid Tower,Black / Green,Acrylic,54.7,"ATX, Micro ATX, Mini ITX",360,170,ATX
Aerocool Aero-500,124.99,ATX Mid Tower,Black,Tempered Glass,45.1,"ATX, Micro ATX, Mini ITX",360,170,ATX
Cooler Master 690 III,124.99,ATX Mid Tower,White / Black,Acrylic,58.5,"ATX, Micro ATX, Mini ITX",360,170,ATX
DIYPC Skyline-06,124.99,ATX Full Tower,Black / Red,Acrylic,42.8,"ATX, Micro ATX, Mini ITX",360,170,ATX
DIYPC Skyline-06,124.99,ATX Full Tower,Black / Blue,Acrylic,42.8,"ATX, Micro ATX, Mini ITX",360,170,ATX
Lian Li PC-T60,124.99,ATX Test Bench,Silver,Tempered Glass,45.6,Mini ITX,300,140,SFX
Silverstone RL06,124.99,ATX Mid Tower,White / Black,Acrylic,43.4,"ATX, Micro ATX, Mini ITX",360,170,ATX
Lian Li PC-O8X,124.99,ATX Mid Tower,Green,Tempered Glass,42.8,"ATX, Micro ATX, Mini ITX",360,170,ATX
Lian Li PC-O8X,124.99,ATX Mid Tower,Blue,Tempered Glass,42.8,"ATX, Micro ATX, Mini ITX",360,170,ATX
Apevia X-Harmony,124.99,ATX Mid Tower,Black / Blue,Acrylic,39.3,"ATX, Micro ATX, Mini ITX",360,170,ATX
Apevia X-Harmony,124.99,ATX Mid Tower,Black / Green,Acrylic,39.3,"ATX, Micro ATX, Mini ITX",360,170,ATX
In Win 901,124.99,Mini ITX Tower,Black / Gold,Tempered Glass,42.8,Mini ITX,300,140,SFX
Lian Li PC-M25,124.99,MicroATX Mini Tower,Black,Tempered Glass,42.8,"Micro ATX, Mini ITX",330,155,ATX
In Win G7,124.99,ATX Mid Tower,Gray,Tempered Glass,43.6,"ATX, Micro ATX, Mini ITX",360,170,ATX
Thermaltake Urban S21,124.99,ATX Mid Tower,Black,Tempered Glass,40.1,"ATX, Micro ATX, Mini ITX",360,170,ATX
XFX Type-01 Series Bravo Edition,124.99,ATX Mid Tower,Black,Acrylic,68.0,"ATX, Micro ATX, Mini ITX",360,170,ATX
Xigmatek Shockwave,124.99,ATX Mid Tower,Black,Tempered Glass,42.8,"ATX, Micro ATX, Mini ITX",360,170,ATX
SHARKOON AM5,124.99,ATX Mid Tower,Red / Black,Tempered Glass,42.8,"ATX, Micro ATX, Mini ITX",360,170,ATX
SHARKOON AM5,124.99,ATX Mid Tower,Silver / Black,Tempered Glass,42.8,"ATX, Micro ATX, Mini ITX",360,170,ATX
SHARKOON AM5,124.99,ATX Mid Tower,Red / Black,Acrylic,42.8,"ATX, Micro ATX, Mini ITX",360,170,ATX
SHARKOON AM5,124.99,ATX Mid Tower,Silver / Black,Acrylic,42.8,"ATX, Micro ATX, Mini ITX",360,170,ATX
Cooltek G3,124.99,HTPC,Black / Silver,Tempered Glass,23.3,Mini ITX,300,140,SFX
Cooltek UMX3,124.99,MicroATX Mini Tower,Black,Acrylic,24.6,"Micro ATX, Mini ITX",330,155,ATX
DIYPC TG8,124.99,ATX Mid Tower,White / Black,Tempered Glass,42.8,"ATX, Micro ATX, Mini ITX",360,170,ATX
DIYPC TG8,124.99,ATX Mid Tower,Red / Black,Tempered Glass,42.8,"ATX, Micro ATX, Mini ITX",360,170,ATX
Cougar MG110,124.99,MicroATX Mini Tower,Black,Tempered Glass,30.8,"Micro ATX, Mini ITX",330,155,ATX
Enermax GraceMESH,124.99,ATX Mid Tower,Black / Blue,Tempered Glass,42.8,"ATX, Micro ATX, Mini ITX",360,170,ATX
CRYORIG TAKU,124.99,Mini ITX Desktop,Silver,Tempered Glass,42.8,Mini ITX,300,140,SFX
DIYPC Vision II,124.99,ATX Mid Tower,Black / Green,Tempered Glass,46.9,"ATX, Micro ATX, Mini ITX",360,170,ATX
Deepcool TESSERACT BF,124.99,ATX Mid Tower,White / Black,Acrylic,36.4,"ATX, Micro ATX, Mini ITX",360,170,ATX
Streacom BC1 Mini,124.99,Mini ITX Test Bench,Red,Tempered Glass,42.8,Mini ITX,300,140,SFX
Streacom BC1,124.99,ATX Test Bench,Red,Tempered Glass,42.8,Mini ITX,300,140,SFX
Nanoxia Rexgear 1,124.99,MicroATX Desktop,White / Black,Acrylic,42.8,"Micro ATX, Mini ITX",330,155,ATX
Nanoxia Rexgear 1,124.99,MicroATX Desktop,Red,Acrylic,42.8,"Micro ATX, Mini ITX",330,155,ATX
In Win D-FRAME MINI,124.99,Mini ITX Tower,Green,Tempered Glass,46.3,Mini ITX,300,140,SFX
Cooler Master MasterCase MC600P,124.99,ATX Mid Tower,Black,Tempered Glass,70.1,"ATX, Micro ATX, Mini ITX",360,170,ATX
Thermaltake View 37,124.99,ATX Mid Tower,Black,Acrylic,73.7,"ATX, Micro ATX, Mini ITX",360,170,ATX
Aerocool DS 230,124.99,ATX Mid Tower,Black,Acrylic,42.8,"ATX, Micro ATX, Mini ITX",360,170,ATX
NZXT H700 PUBG,124.99,ATX Mid Tower,Red / Blue,Tempered Glass,58.6,"ATX, Micro ATX, Mini ITX",360,170,ATX
NZXT H200,124.99,Mini ITX Tower,Black / Blue,Tempered Glass,27.3,Mini ITX,300,140,SFX
Lian Li PC-Q38,124.99,Mini ITX Tower,Black / Silver,Acrylic,42.8,Mini ITX,300,140,SFX
Cooler Master MasterBox MB511,124.99,ATX Mid Tower,Black / Blue,Acrylic,42.8,"ATX, Micro ATX, Mini ITX",360,170,ATX
RAIJINTEK COEUS EVO,124.99,ATX Full Tower,Black,Acrylic,56.8,"ATX, Micro ATX, Mini ITX",360,170,ATX
CiT F3,124.99,MicroATX Mini Tower,Black / Green,Acrylic,42.8,"Micro ATX, Mini ITX",330,155,ATX
CiT F3,124.99,MicroATX Mini Tower,White / Black,Acrylic,42.8,"Micro ATX, Mini ITX",330,155,ATX
In Win 101 PRGB1,124.99,ATX Mid Tower,White / Blue,Tempered Glass,48.3,"ATX, Micro ATX, Mini ITX",360,170,ATX
In Win 301C PRGB2,124.99,MicroATX Mini Tower,Black,Tempered Glass,26.0,"Micro ATX, Mini ITX",330,155,ATX
In Win 301C,124.99,MicroATX Mini Tower,White,Tempered Glass,26.0,"Micro ATX, Mini ITX",330,155,ATX
SHARKOON VG5,124.99,ATX Mid Tower,Black / Green,Acrylic,38.3,"ATX, Micro ATX, Mini ITX",360,170,ATX
Cooler Master MasterBox E500L,124.99,ATX Mid Tower,Black,Tempered Glass,42.8,"ATX, Micro ATX, Mini ITX",360,170,ATX
Rosewill CULLINAN PX,124.99,ATX Mid Tower,Black / Green,Tempered Glass,42.8,"ATX, Micro ATX, Mini ITX",360,170,ATX
HG Computers Osmi,124.99,Mini ITX Tower,White,Tempered Glass,42.8,Mini ITX,300,140,SFX
Fractal Design Define R6 USB-C,124.99,ATX Mid Tower,Silver,Tempered Glass,56.7,"ATX, Micro ATX, Mini ITX",360,170,ATX
Cougar Pioneer-X,124.99,ATX Mid Tower,Black,Tempered Glass,42.8,"ATX, Micro ATX, Mini ITX",360,170,ATX
BitFenix Enso Mesh,124.99,ATX Mid Tower,White,Tempered Glass,46.4,"ATX, Micro ATX, Mini ITX",360,170,ATX
Zalman X7,124.99,ATX Full Tower,Black,Acrylic,42.8,"ATX, Micro ATX, Mini ITX",360,170,ATX
Enermax EQUILENCE,124.99,ATX Mid Tower,Black,Tempered Glass,42.8,"ATX, Micro ATX, Mini ITX",360,170,ATX
Enermax EQUILENCE,124.99,ATX Mid Tower,Black,Tempered Glass,42.8,"ATX, Micro ATX, Mini ITX",360,170,ATX
Azza Obsidian 270,124.99,ATX Mid Tower,Black / Red,Acrylic,42.8,"ATX, Micro ATX, Mini ITX",360,170,ATX
DIYPC Trio-VX-RGB,124.99,ATX Mid Tower,Black,Tempered Glass,42.8,"ATX, Micro ATX, Mini ITX",360,170,ATX
Cougar Puritas RGB,124.99,ATX Mid Tower,Black,Tempered Glass,42.8,"ATX, Micro ATX, Mini ITX",360,170,ATX
AvP Mamba,124.99,ATX Mid Tower,Black,Acrylic,42.8,"ATX, Micro ATX, Mini ITX",360,170,ATX
Thermaltake Commander C36 TG ARGB,124.99,ATX Mid Tower,Black,Tempered Glass,42.8,"ATX, Micro ATX, Mini ITX",360,170,ATX
Silverstone RL07,124.99,ATX Mid Tower,White / Blue,Tempered Glass,42.8,"ATX, Micro ATX, Mini ITX",360,170,ATX
Antec GX330,124.99,ATX Mid Tower,Black,Acrylic,42.8,"ATX, Micro ATX, Mini ITX",360,170,ATX
Silverstone RL08BW-RGB,124.99,MicroATX Mini Tower,Black / White,Tempered Glass,42.8,"Micro ATX, Mini ITX",330,155,ATX
HEC HX200,124.99,MicroATX Mini Tower,Black,Tempered Glass,42.8,"Micro ATX, Mini ITX",330,155,ATX
HEC HX300,124.99,ATX Mid Tower,Black,Acrylic,42.8,"ATX, Micro ATX, Mini ITX",360,170,ATX
BitFenix Nova Mesh TG,124.99,ATX Mid Tower,Black,Tempered Glass,41.4,"ATX, Micro ATX, Mini ITX",360,170,ATX
BitFenix Nova Mesh,124.99,ATX Mid Tower,Black,Acrylic,41.4,"ATX, Micro ATX, Mini ITX",360,170,ATX
GameMax Demolition,124.99,ATX Mid Tower,Black,Tempered Glass,36.2,"ATX, Micro ATX, Mini ITX",360,170,ATX
GameMax Eclipse,124.99,ATX Mid Tower,Black,Tempered Glass,48.0,"ATX, Micro ATX, Mini ITX",360,170,ATX
GameMax Expedition,124.99,MicroATX Mini Tower,Blue,Acrylic,29.4,"Micro ATX, Mini ITX",330,155,ATX
GameMax Fortress Air,124.99,ATX Full Tower,Black,Tempered Glass,54.7,"ATX, Micro ATX, Mini ITX",360,170,ATX
GameMax Hush,124.99,ATX Mid Tower,Black,Tempered Glass,50.8,"ATX, Micro ATX, Mini ITX",360,170,ATX
GameMax Muted,124.99,ATX Mid Tower,Black,Acrylic,58.3,"ATX, Micro ATX, Mini ITX",360,170,ATX
GameMax Vega,124.99,ATX Mid Tower,White,Tempered Glass,53.2,"ATX, Micro ATX, Mini ITX",360,170,ATX
GameMax Whisper,124.99,MicroATX Mini Tower,Black,Acrylic,36.7,"Micro ATX, Mini ITX",330,155,ATX
GameMax Zircon RGB,124.99,ATX Mid Tower,Black,Acrylic,53.4,"ATX, Micro ATX, Mini ITX",360,170,ATX
Aerocool Aero-500G RGB,124.99,ATX Mid Tower,Black,Tempered Glass,43.1,"ATX, Micro ATX, Mini ITX",360,170,ATX
Enermax SABERAY RGB,124.99,ATX Mid Tower,White / Black,Tempered Glass,60.3,"ATX, Micro ATX, Mini ITX",360,170,ATX
Antec GX202,124.99,ATX Mid Tower,White,Acrylic,40.1,"ATX, Micro ATX, Mini ITX",360,170,ATX
Deepcool Earlkase RGB V2,124.99,ATX Mid Tower,Black,Tempered Glass,51.9,"ATX, Micro ATX, Mini ITX",360,170,ATX
KOLINK Levante,124.99,ATX Mid Tower,Black,Tempered Glass,43.2,"ATX, Micro ATX, Mini ITX",360,170,ATX
MagniumGear Neo Mini V2,124.99,Mini ITX Desktop,Silver,Tempered Glass,42.8,Mini ITX,300,140,SFX
RAIJINTEK METIS EVO ALS,124.99,Mini ITX Desktop,Blue,Tempered Glass,22.3,Mini ITX,300,140,SFX
Rosewill SRM-01B,124.99,MicroATX Mini Tower,Black,Tempered Glass,42.8,"Micro ATX, Mini ITX",330,155,ATX
Cooler Master MasterBox MB320L ARGB,124.99,MicroATX Mini Tower,Black,Tempered Glass,38.8,"Micro ATX, Mini ITX",330,155,ATX
Rosewill Cullinan V,124.99,ATX Mid Tower,Black,Tempered Glass,51.8,"ATX, Micro ATX, Mini ITX",360,170,ATX
In Win 905-SILADD,124.99,ATX Mid Tower,Silver / Black,Tinted Tempered Glass,42.8,"ATX, Micro ATX, Mini ITX",360,170,ATX
Silverstone SG13 V2,124.99,Mini ITX Tower,White / Black,Tempered Glass,11.5,Mini ITX,300,140,SFX
Circle CC830,124.99,ATX Mid Tower,Black / Red,Acrylic,42.8,"ATX, Micro ATX, Mini ITX",360,170,ATX
DIYPC Skyline-06-RGB,124.99,ATX Full Tower,Black,Acrylic,42.8,"ATX, Micro ATX, Mini ITX",360,170,ATX
Lazer3D LZ7 XTD,124.99,Mini ITX Desktop,Black,Tempered Glass,42.8,Mini ITX,300,140,SFX
Cougar MX410 Mesh,124.99,ATX Mid Tower,Black / Black,Tempered Glass,36.3,"ATX, Micro ATX, Mini ITX",360,170,ATX
Silverstone PS14-E,124.99,ATX Mid Tower,Black,Tempered Glass,43.1,"ATX, Micro ATX, Mini ITX",360,170,ATX
Azza ARC 241,124.99,ATX Mid Tower,Black,Tempered Glass,42.8,"ATX, Micro ATX, Mini ITX",360,170,ATX
DIYPC S2-RGB,124.99,ATX Mid Tower,Black,Tempered Glass,44.9,"ATX, Micro ATX, Mini ITX",360,170,ATX
Zalman X3,124.99,ATX Mid Tower,White,Tinted Tempered Glass,42.8,"ATX, Micro ATX, Mini ITX",360,170,ATX
RAIJINTEK PONOS TG,124.99,ATX Mid Tower,Black,Tempered Glass,45.0,"ATX, Micro ATX, Mini ITX",360,170,ATX
Enermax LIBLLUSSION LL30,124.99,ATX Mid Tower,Black,Tempered Glass,42.8,"ATX, Micro ATX, Mini ITX",360,170,ATX
EG ST-ARGB,124.99,ATX Mid Tower,Black,Tempered Glass,56.9,"ATX, Micro ATX, Mini ITX",360,170,ATX
Cougar Blazer Essence,124.99,ATX Mid Tower,Black / Orange,Tempered Glass,42.8,"ATX, Micro ATX, Mini ITX",360,170,ATX
darkFlash V22,124.99,ATX Mid Tower,Black,Tempered Glass,41.7,"ATX, Micro ATX, Mini ITX",360,170,ATX
darkFlash DLM 22,124.99,MicroATX Mid Tower,Green,Tempered Glass,42.8,"ATX, Micro ATX, Mini ITX",360,170,ATX
Cougar MX331 MESH,124.99,ATX Mid Tower,Black,Acrylic,43.5,"ATX, Micro ATX, Mini ITX",360,170,ATX
Enermax MarbleShell M MS20 ARGB,124.99,MicroATX Mini Tower,Black,Tempered Glass,42.8,"Micro ATX, Mini ITX",330,155,ATX
Cooler Master CM690 II Advanced,124.99,ATX Mid Tower,White,Tempered Glass,56.3,"ATX, Micro ATX, Mini ITX",360,170,ATX
SilentiumPC Armis AR5,124.99,ATX Mid Tower,Black,Tempered Glass,45.8,"ATX, Micro ATX, Mini ITX",360,170,ATX
SilentiumPC Armis AR5 RGB,124.99,ATX Mid Tower,Black,Tempered Glass,45.8,"ATX, Micro ATX, Mini ITX",360,170,ATX
SilentiumPC Armis AR7X EVO ARGB,124.99,ATX Mid Tower,Black,Tempered Glass,63.9,"ATX, Micro ATX, Mini ITX",360,170,ATX
SilentiumPC Astrum AT6V EVO,124.99,ATX Mid Tower,Black,Tempered Glass,46.0,"ATX, Micro ATX, Mini ITX",360,170,ATX
SilentiumPC Astrum AT6V,124.99,ATX Mid Tower,Black,Tempered Glass,46.0,"ATX, Micro ATX, Mini ITX",360,170,ATX
Azza Luminous 110,124.99,MicroATX Mini Tower,Black,Tempered Glass,36.1,"Micro ATX, Mini ITX",330,155,ATX
SilentiumPC Signum SG1M,124.99,ATX Mid Tower,Black,Tempered Glass,42.8,"ATX, Micro ATX, Mini ITX",360,170,ATX
DIYPC AVVU-BK-ARGB,124.99,ATX Mid Tower,Black,Tempered Glass,42.8,"ATX, Micro ATX, Mini ITX",360,170,ATX
Raidmax EVOL H07,124.99,ATX Mid Tower,White / Black,Tempered Glass,42.8,"ATX, Micro ATX, Mini ITX",360,170,ATX
Tempest Spook RGB,124.99,ATX Mid Tower,White / Black,Acrylic,42.8,"ATX, Micro ATX, Mini ITX",360,170,ATX
Tempest Aura ARGB,124.99,ATX Mid Tower,White / Black,Acrylic,42.8,"ATX, Micro ATX, Mini ITX",360,170,ATX
Tempest Vapor RGB,124.99,ATX Mid Tower,White / Black,Acrylic,42.8,"ATX, Micro ATX, Mini ITX",360,170,ATX
Tempest Vapor RGB,124.99,ATX Mid Tower,Black,Acrylic,42.8,"ATX, Micro ATX, Mini ITX",360,170,ATX
BitFenix Enso Mesh 4ARGB,124.99,ATX Mid Tower,Black,Tempered Glass,42.8,"ATX, Micro ATX, Mini ITX",360,170,ATX
Aerocool Trinity Mini V3,124.99,MicroATX Mini Tower,Pink,Tempered Glass,28.1,"Micro ATX, Mini ITX",330,155,ATX
SHARKOON VS7 Window,124.99,ATX Mid Tower,Black,Acrylic,47.0,"ATX, Micro ATX, Mini ITX",360,170,ATX
DIYPC Rainbow-Flash-F4,124.99,ATX Mid Tower,White,Tempered Glass,33.2,"ATX, Micro ATX, Mini ITX",360,170,ATX
Cooler Master Elite 500,124.99,ATX Mid Tower,Black,Tempered Glass,38.0,"ATX, Micro ATX, Mini ITX",360,170,ATX
GAMDIAS APOLLO M1 ELITE,124.99,ATX Mid Tower,Black,Tempered Glass,42.8,"ATX, Micro ATX, Mini ITX",360,170,ATX
GAMDIAS APOLLO M2,124.99,ATX Mid Tower,Black,Tempered Glass,42.8,"ATX, Micro ATX, Mini ITX",360,170,ATX
GAMDIAS ARGUS E2,124.99,ATX Mid Tower,Black,Tempered Glass,42.8,"ATX, Micro ATX, Mini ITX",360,170,ATX
GAMDIAS ARGUS E4,124.99,ATX Mid Tower,Black,Tempered Glass,42.8,"ATX, Micro ATX, Mini ITX",360,170,ATX
GAMDIAS ARGUS E5,124.99,ATX Mid Tower,Black,Tempered Glass,42.8,"ATX, Micro ATX, Mini ITX",360,170,ATX
GAMDIAS ATHENA M1 ELITE,124.99,ATX Mid Tower,Black,Tempered Glass,42.8,"ATX, Micro ATX, Mini ITX",360,170,ATX
GAMDIAS ATHENA M2,124.99,ATX Mid Tower,Black,Tempered Glass,42.8,"ATX, Micro ATX, Mini ITX",360,170,ATX
Azza Opus 809,124.99,ATX Mid Tower,Silver / Black,Tinted Tempered Glass,42.8,"ATX, Micro ATX, Mini ITX",360,170,ATX
Raidmax P805 ARGB,124.99,ATX Mid Tower,Black,Tempered Glass,42.8,"ATX, Micro ATX, Mini ITX",360,170,ATX
Thermaltake Core P5 TG Ti,124.99,ATX Mid Tower,Black,Tempered Glass,115.4,"ATX, Micro ATX, Mini ITX",360,170,ATX
Geometric Future Model 6,124.99,ATX Mid Tower,Black / Green,Tinted Tempered Glass,43.5,"ATX, Micro ATX, Mini ITX",360,170,ATX
DIYPC IDX6,124.99,ATX Mid Tower,White / Black,Tempered Glass,52.9,"ATX, Micro ATX, Mini ITX",360,170,ATX
MUSETEX T2,124.99,Mini ITX Desktop,Black,Tempered Glass,16.6,Mini ITX,300,140,SFX
MSI MAG BUNKER,124.99,ATX Mid Tower,Black,Tempered Glass,45.1,"ATX, Micro ATX, Mini ITX",360,170,ATX
Azza Iris 330S,124.99,ATX Mid Tower,Black,Tempered Glass,38.8,"ATX, Micro ATX, Mini ITX",360,170,ATX
Azza Raven 420,124.99,ATX Mid Tower,Black,Tempered Glass,41.8,"ATX, Micro ATX, Mini ITX",360,170,ATX
Azza Thor 320DF,124.99,ATX Mid Tower,Black,Tempered Glass,51.3,"ATX, Micro ATX, Mini ITX",360,170,ATX
Azza Crimson 211G,124.99,ATX Mid Tower,Black,Tempered Glass,40.4,"ATX, Micro ATX, Mini ITX",360,170,ATX
Azza Golem 221G,124.99,ATX Mid Tower,Black,Tempered Glass,40.4,"ATX, Micro ATX, Mini ITX",360,170,ATX
Cougar Turret Mesh,124.99,ATX Mid Tower,Black,Tempered Glass,39.9,"ATX, Micro ATX, Mini ITX",360,170,ATX
Cougar Turret RGB,124.99,ATX Mid Tower,Black,Tempered Glass,39.9,"ATX, Micro ATX, Mini ITX",360,170,ATX
SSUPD Meshroom S,124.99,ATX Mini Tower,Blue,Mesh,14.9,Mini ITX,300,140,SFX
SSUPD Meshroom S,124.99,ATX Mini Tower,Gray,Mesh,14.9,Mini ITX,300,140,SFX
Jonsbo UMX1 Plus,124.99,Mini ITX Desktop,Silver / Black,Tempered Glass,16.6,Mini ITX,300,140,SFX
Jonsbo V10,124.99,Mini ITX Desktop,Black,Tempered Glass,18.2,Mini ITX,300,140,SFX
Raidmax I328,124.99,ATX Mid Tower,Black,Tempered Glass,34.8,"ATX, Micro ATX, Mini ITX",360,170,ATX
CiT S012B,124.99,MicroATX Desktop,Black,Tempered Glass,12.2,"Micro ATX, Mini ITX",330,155,ATX
Chieftec Chieftronic G1,124.99,ATX Mid Tower,Black,Tempered Glass,50.2,"ATX, Micro ATX, Mini ITX",360,170,ATX
Jonsbo U4 Plus,124.99,ATX Mid Tower,Black,Tempered Glass,31.7,"ATX, Micro ATX, Mini ITX",360,170,ATX
RAIJINTEK PAEAN PREMIUM,124.99,ATX Mid Tower,Silver,Tempered Glass,90.6,"ATX, Micro ATX, Mini ITX",360,170,ATX
